81,0.000025
82,0.000025
83,0.000026
84,0.000029
85,0.000030
86,0.000031
87,0.000028
88,0.000030
89,0.000034
90,0.000031
91,0.000033
92,0.000030
93,0.000035
94,0.000036
95,0.000037
96,0.000037
97,0.000039
98,0.000040
99,0.000039
100,0.000040
101,0.000039
102,0.000040
103,0.000044
104,0.000040
105,0.000044
106,0.000045
107,0.000043
108,0.000049
109,0.000045
110,0.000068
111,0.000060
112,0.000047
113,0.000075
114,0.000048
115,0.000050
116,0.000053
117,0.000074
118,0.000054
119,0.000076
120,0.000058
121,0.000053
122,0.000072
123,0.000059
124,0.000090
125,0.000082
126,0.000061
127,0.000064
128,0.000064
129,0.000067
130,0.000065
131,0.000068
132,0.000061
133,0.000064
134,0.000072
135,0.000067
136,0.000066
137,0.000074
138,0.000077
139,0.000071
140,0.000069
141,0.000073
142,0.000075
143,0.000081
144,0.000080
145,0.000078
146,0.000082
147,0.000081
148,0.000084
149,0.000085
150,0.000085
151,0.000084
152,0.000115
153,0.000095
154,0.000087
155,0.000091
156,0.000096
157,0.000085
158,0.000097
159,0.000102
160,0.000094
161,0.000112
162,0.000095
163,0.000099
164,0.000183
165,0.000103
166,0.000108
167,0.000111
168,0.000101
169,0.000101
170,0.000106
171,0.000189
172,0.000108
173,0.000113
174,0.000114
175,0.000113
176,0.000123
177,0.000115
178,0.000110
179,0.000126
180,0.000125
181,0.000165
182,0.000153
183,0.000127
184,0.000121
185,0.000129
186,0.000118
187,0.000125
188,0.000138
189,0.000140
190,0.000137
191,0.000136
192,0.000123
193,0.000136
194,0.000136
195,0.000142
196,0.000150
197,0.000152
198,0.000137
199,0.000139
200,0.000145
201,0.000158
202,0.000147
203,0.000154
204,0.000188
205,0.000160
206,0.000190
207,0.000182
208,0.000233
209,0.000214
210,0.000206
211,0.000211
212,0.000243
213,0.000313
214,0.000278
215,0.000270
216,0.000271
217,0.000307
218,0.000327
219,0.000294
220,0.000320
221,0.000386
222,0.000268
223,0.000272
224,0.000415
225,0.000313
226,0.000268
227,0.000264
228,0.000262
229,0.000269
230,0.000310
231,0.000262
232,0.000265
233,0.000266
234,0.000264
235,0.000265
236,0.000270
237,0.000267
238,0.000280
239,0.000292
240,0.000288
241,0.000289
242,0.000291
243,0.000280
244,0.000329
245,0.000290
246,0.000292
247,0.000287
248,0.000300
249,0.000301
250,0.000299
251,0.000312
252,0.000297
253,0.000302
254,0.000357
255,0.000308
256,0.000318
257,0.000308
258,0.000306
259,0.000323
260,0.000308
261,0.000312
262,0.000323
263,0.000325
264,0.000323
265,0.000375
266,0.000328
267,0.000337
268,0.000332
269,0.000335
270,0.000328
271,0.000335
272,0.000361
273,0.000354
274,0.000332
275,0.000379
276,0.000375
277,0.000277
278,0.000279
279,0.000278
280,0.000276
281,0.000297
282,0.000307
283,0.000380
284,0.000340
285,0.000336
286,0.000396
287,0.000305
288,0.000310
289,0.000327
290,0.000312
291,0.000372
292,0.000292
293,0.000309
294,0.000303
295,0.000316
296,0.000353
297,0.000354
298,0.000399
299,0.000373
300,0.000372
301,0.000376
302,0.000368
303,0.000380
304,0.000386
305,0.000377
306,0.000388
307,0.000396
308,0.000415
309,0.000399
310,0.000388
311,0.000395
312,0.000391
313,0.000418
314,0.000384
315,0.000415
316,0.000458
317,0.000478
318,0.000447
319,0.000452
320,0.000459
321,0.000454
322,0.000453
323,0.000439
324,0.000449
325,0.000534
326,0.000512
327,0.000487
328,0.000469
329,0.000578
330,0.000501
331,0.000503
332,0.000524
333,0.000470
334,0.000490
335,0.000611
336,0.000511
337,0.000479
338,0.000499
339,0.000611
340,0.000505
341,0.000494
342,0.000507
343,0.000495
344,0.000508
345,0.000660
346,0.000547
347,0.000590
348,0.000519
349,0.000529
350,0.000507
351,0.000568
352,0.000528
353,0.000620
354,0.000534
355,0.000527
356,0.000532
357,0.000545
358,0.000544
359,0.000542
360,0.000580
361,0.000561
362,0.000558
363,0.000516
364,0.000535
365,0.000563
366,0.000562
367,0.000731
368,0.000598
369,0.000576
370,0.000632
371,0.000580
372,0.000766
373,0.000662
374,0.000567
375,0.000517
376,0.000537
377,0.000539
378,0.000541
379,0.000600
380,0.000550
381,0.000522
382,0.000550
383,0.000553
384,0.000570
385,0.000564
386,0.000603
387,0.000536
388,0.000536
389,0.000555
390,0.000576
391,0.000565
392,0.000543
393,0.000619
394,0.000585
395,0.000590
396,0.000538
397,0.000560
398,0.000600
399,0.000614
400,0.000673
401,0.000574
402,0.000606
403,0.000630
404,0.000621
405,0.000590
406,0.000674
407,0.000658
408,0.000630
409,0.000626
410,0.000642
411,0.000637
412,0.000632
413,0.000632
414,0.000718
415,0.000724
416,0.000723
417,0.000750
418,0.000726
419,0.000714
420,0.000753
421,0.000749
422,0.000761
423,0.000743
424,0.000745
425,0.000762
426,0.000767
427,0.000763
428,0.000772
429,0.000779
430,0.000781
431,0.000789
432,0.000817
433,0.000770
434,0.000766
435,0.000795
436,0.000779
437,0.000812
438,0.000803
439,0.000813
440,0.000829
441,0.000823
442,0.000828
443,0.000805
444,0.000795
445,0.000810
446,0.000845
447,0.000853
448,0.000849
449,0.000852
450,0.000847
451,0.000854
452,0.000870
453,0.000867
454,0.000831
455,0.000848
456,0.000850
457,0.000832
458,0.000849
459,0.000858
460,0.000912
461,0.000890
462,0.000861
463,0.000873
464,0.000894
465,0.000922
466,0.000897
467,0.000914
468,0.000926
469,0.000847
470,0.000913
471,0.000919
472,0.000918
473,0.000918
474,0.000911
475,0.000934
476,0.000891
477,0.000962
478,0.000934
479,0.000961
480,0.000943
481,0.000973
482,0.000906
483,0.000966
484,0.000958
485,0.000984
486,0.000969
487,0.000998
488,0.000992
489,0.001007
490,0.000959
491,0.000968
492,0.000992
493,0.001000
494,0.001008
495,0.001000
496,0.000984
497,0.001456
498,0.000995
499,0.000921
